GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
141,1783.01,4231.6,5024.99,481.71,293.9,-104.1,-3885.27,-29051.13,1651.35,17253.66,-5509.49,168.42,-2320.27,-5341.06,-7661.33,,,,,,,,,
151,1715.11,4238.4,4987.92,483.58,267.21,-106.2,-3897.21,-29227.34,1664.34,17333.79,-5383.34,165.62,-2540.41,-5217.72,-7758.14,,,,,,,,,
161,1816.48,4273.77,4983.92,478.27,249.28,-99.27,-3825.45,-29130.51,1665.27,17335.15,-5520.81,163.25,-2253.11,-5357.56,-7610.67,,,,,,,,,
171,1847.11,4209.87,4957.39,480.25,280.74,-97.1,-3911.6,-28954.23,1632.11,17246.61,-5558.92,169.27,-2308.84,-5389.65,-7698.49,,,,,,,,,
181,1807.83,4254.85,4966.64,471.41,263.84,-134.75,-3901.71,-29026.3,1613.76,17240.17,-5525.94,165.09,-2444.25,-5360.85,-7805.1,,,,,,,,,
191,1874.14,4172.09,4958.49,491.54,261.39,-122.33,-3922.69,-28954.68,1601.32,17165.76,-5513.74,166.66,-2474.97,-5347.08,-7822.06,,,,,,,,,
201,1827.7,4259.26,4968.93,489.32,262.51,-123.98,-3888.11,-29214.47,1667.24,17272.25,-5337.72,160.95,-2479.35,-5176.77,-7656.12,,,,,,,,,
211,1819.26,4165.53,4992.66,465.04,296.18,-126.55,-3905.44,-29082.33,1646.48,17334.1,-5484.83,162.46,-2395.07,-5322.37,-7717.44,,,,,,,,,
221,1855.92,4261.62,4951.52,462.92,278.12,-132.52,-3852.33,-29093.06,1622.25,17194.14,-5392.06,163.57,-2451.41,-5228.49,-7679.89,,,,,,,,,
231,1809.12,4329.11,4999.93,472.51,272.7,-123.33,-3904.02,-29263.35,1618.81,17167.54,-5260.87,161.75,-2620.98,-5099.13,-7720.11,,,,,,,,,
241,1780.71,4336,4998.62,471.18,270.65,-118.61,-3880.98,-29243.53,1596.69,17099.49,-5229.82,165.62,-2689.77,-5064.2,-7753.97,,,,,,,,,
251,1878.63,4357.74,4974.17,485.66,273.27,-141.38,-3923.26,-29199.45,1629.38,17239.18,-5311.8,163.58,-2426.06,-5148.22,-7574.28,,,,,,,,,
261,1807.56,4221.19,5010.48,479.66,268.47,-131.85,-3905.91,-29231.71,1662.16,17263.5,-5326.87,165.22,-2556.44,-5161.65,-7718.09,,,,,,,,,
271,1805.08,4309.71,5001.77,470.35,267.95,-152.4,-3911.02,-29046.98,1631.94,17243.81,-5471.98,165.92,-2379.78,-5306.06,-7685.84,,,,,,,,,
281,1779.32,4291.92,5009.99,477.55,280.14,-118.28,-3883.98,-28981.67,1622.99,17192.14,-5523.02,169.66,-2329.89,-5353.36,-7683.25,,,,,,,,,
291,1805.7,4342.89,5017.23,479.88,286.1,-121.5,-3867.2,-29030.04,1620.92,17164.05,-5478.72,167.02,-2301.96,-5311.71,-7613.67,,,,,,,,,
301,1814.15,4245.03,5003.73,456.06,272.57,-128.05,-3879.2,-29277.95,1576.24,17265.45,-5340.61,163.45,-2651.98,-5177.16,-7829.14,,,,,,,,,
311,1797.65,4192.01,5003.25,484.33,288.05,-119.48,-3912.22,-29186.41,1644.1,17185.51,-5342.58,163,-2623.2,-5179.58,-7802.78,,,,,,,,,
321,1781.41,4272.51,4958.18,470.54,258.64,-116.22,-3887.21,-29244.93,1641.24,17377.55,-5428.46,166.62,-2488.29,-5261.84,-7750.13,,,,,,,,,
331,1809.02,4289.05,4950.34,471.35,261.83,-115.79,-3904.44,-29130.6,1654.83,17327.68,-5457.16,163.51,-2386.71,-5293.65,-7680.36,,,,,,,,,
