GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1031,1832.02,4496.25,5221.55,523.23,295.37,-214.84,-3906.67,-31938.95,1733.63,22679.85,-6502.39,186.59,721.45,-6315.8,-5594.35,,,,,
1041,1787.53,4367.91,5200.62,503.63,271.33,-184.5,-3861.45,-32022.05,1758.16,22723.25,-6517.92,185.07,544.43,-6332.84,-5788.42,,,,,
1051,1800.92,4457.98,5203.59,504.76,280.62,-189.81,-3888.49,-31900.13,1738.08,22600.27,-6520.46,188.99,607.78,-6331.47,-5723.69,,,,,
1061,1812.76,4528.21,5213.71,511.42,266.87,-209.14,-3921.54,-31908.8,1745.22,22624.09,-6512.59,181.76,662.79,-6330.83,-5668.04,,,,,
1071,1855.51,4408.85,5300.41,514.37,255.62,-179.72,-3870.53,-31802.74,1755.35,22630,-6666.01,187.11,867.12,-6478.9,-5611.78,,,,,
1081,1857.61,4452.7,5285.79,509.85,290.24,-184.98,-3887.91,-31858.7,1722.23,22514.33,-6591.77,187.19,701.17,-6404.58,-5703.41,,,,,
1091,1786.11,4346.44,5240.65,497.15,282.03,-163.71,-3853.6,-32026.38,1739.84,22693.72,-6500.31,187.34,542.24,-6312.97,-5770.72,,,,,
1101,1834.21,4496.4,5229.79,523.77,280.44,-218.08,-3898.56,-31854.34,1713.6,22611.28,-6585.73,187.05,718.51,-6398.67,-5680.16,,,,,
1111,1830.87,4440.51,5242.12,509.4,268.32,-222.17,-3838.76,-32076.91,1754.17,22697.73,-6468.62,184.14,605.27,-6284.48,-5679.21,,,,,
1121,1805.57,4379.94,5211.44,504.08,288.63,-202.38,-3914.37,-32000.28,1706.93,22738.93,-6504.66,184.51,518.48,-6320.15,-5801.67,,,,,
1131,1843.78,4400.66,5268.63,497.51,256.28,-193.28,-3892.07,-32105.53,1768.66,22761.05,-6425.69,186.54,605.69,-6239.15,-5633.46,,,,,
1141,1768.84,4414.32,5229.84,480.24,288.74,-203.67,-3890.54,-31974.81,1744.51,22770.87,-6595.82,184.39,628.34,-6411.43,-5783.09,,,,,
1151,1825.26,4424.58,5223.43,531.19,274.18,-198.03,-3884.45,-32132.34,1767.44,22648.44,-6412.86,184.86,479.7,-6227.99,-5748.3,,,,,
1161,1836.39,4543.81,5202.67,527.97,288.1,-206.1,-3873.7,-32004.92,1713.5,22656.57,-6502.64,186.22,684.29,-6316.42,-5632.13,,,,,
1171,1858.8,4375.33,5240.49,493.78,284,-224.87,-3852.95,-32088.35,1728.86,22736.65,-6512.52,186.2,551.73,-6326.32,-5774.58,,,,,
1181,1764.08,4361.32,5218.27,506.98,276.79,-189.03,-3879.05,-31974.03,1763.67,22834.82,-6655.42,190.43,683.83,-6464.99,-5781.16,,,,,
